FLIGHT_ID,trajectory_array
264868067,"[('TAXI_OUT', '01.09.2023 00:25', '01.09.2023 00:35'), ('KZMAFIR', '01.09.2023 00:35', '01.09.2023 01:25'), ('KZJXUIR', '01.09.2023 01:25', '01.09.2023 01:50'), ('KZDCUIR', '01.09.2023 01:50', '01.09.2023 02:39'), ('KZBWUIR', '01.09.2023 02:39', '01.09.2023 03:20'), ('CZQMFIR', '01.09.2023 03:20', '01.09.2023 04:01'), ('CZQXFIR', '01.09.2023 04:01', '01.09.2023 06:08'), ('EGGXFIR', '01.09.2023 06:08', '01.09.2023 07:14'), ('EISNUIR', '01.09.2023 07:14', '01.09.2023 07:54'), ('EGTTUIR', '01.09.2023 07:54', '01.09.2023 08:12'), ('EGTTFIR', '01.09.2023 08:12', '01.09.2023 08:40'), ('TAXI_IN', '01.09.2023 08:40', '01.09.2023 08:50')]"
264868068,"[('TAXI_OUT', '01.09.2023 00:10', '01.09.2023 00:30'), ('LIMMFIR', '01.09.2023 00:30', '01.09.2023 00:37'), ('LIMMUIR', '01.09.2023 00:37', '01.09.2023 00:44'), ('LFFFUIR', '01.09.2023 00:44', '01.09.2023 01:40'), ('LECMUIR', '01.09.2023 01:40', '01.09.2023 01:45'), ('LECMFIR', '01.09.2023 01:45', '01.09.2023 02:03'), ('TAXI_IN', '01.09.2023 02:03', '01.09.2023 02:13')]"
264868069,"[('TAXI_OUT', '01.09.2023 00:31', '01.09.2023 00:46'), ('UGGGFIR', '01.09.2023 00:46', '01.09.2023 00:58'), ('UGGGUIR', '01.09.2023 00:58', '01.09.2023 01:17'), ('LTAAFIR', '01.09.2023 01:17', '01.09.2023 02:21'), ('LTBBFIR', '01.09.2023 02:21', '01.09.2023 02:26'), ('LBSRFIR', '01.09.2023 02:26', '01.09.2023 02:38'), ('LRBBFIR', '01.09.2023 02:38', '01.09.2023 03:29'), ('LHCCFIR', '01.09.2023 03:29', '01.09.2023 03:35'), ('LZBBFIR', '01.09.2023 03:35', '01.09.2023 03:44'), ('EPWWFIR', '01.09.2023 03:44', '01.09.2023 04:14'), ('TAXI_IN', '01.09.2023 04:14', '01.09.2023 04:24')]"
264868070,"[('TAXI_OUT', '01.09.2023 00:35', '01.09.2023 01:00'), ('KZAUFIR', '01.09.2023 01:00', '01.09.2023 01:08'), ('KZAUUIR', '01.09.2023 01:08', '01.09.2023 01:20'), ('KZOBUIR', '01.09.2023 01:20', '01.09.2023 01:31'), ('CZYZFIR', '01.09.2023 01:31', '01.09.2023 01:49'), ('KZOBUIR', '01.09.2023 01:49', '01.09.2023 02:03'), ('KZBWUIR', '01.09.2023 02:03', '01.09.2023 02:51'), ('CZQMFIR', '01.09.2023 02:51', '01.09.2023 03:27'), ('CZQXFIR', '01.09.2023 03:27', '01.09.2023 05:29'), ('EGGXFIR', '01.09.2023 05:29', '01.09.2023 06:31'), ('EISNUIR', '01.09.2023 06:31', '01.09.2023 07:06'), ('EGTTUIR', '01.09.2023 07:06', '01.09.2023 07:25'), ('LFFFUIR', '01.09.2023 07:25', '01.09.2023 08:22'), ('LFEEFIR', '01.09.2023 08:22', '01.09.2023 08:23'), ('EDGGFIR', '01.09.2023 08:23', '01.09.2023 08:24'), ('LSASFIR', '01.09.2023 08:24', '01.09.2023 08:44'), ('TAXI_IN', '01.09.2023 08:44', '01.09.2023 08:54')]"
264868071,"[('TAXI_OUT', '01.09.2023 00:43', '01.09.2023 00:53'), ('KZLAFIR', '01.09.2023 00:53', '01.09.2023 01:06'), ('KZLAUIR', '01.09.2023 01:06', '01.09.2023 01:42'), ('KZLCUIR', '01.09.2023 01:42', '01.09.2023 02:34'), ('KZDVUIR', '01.09.2023 02:34', '01.09.2023 02:50'), ('KZLCUIR', '01.09.2023 02:50', '01.09.2023 03:03'), ('KZMPUIR', '01.09.2023 03:03', '01.09.2023 03:29'), ('CZWGFIR', '01.09.2023 03:29', '01.09.2023 05:07'), ('CZULFIR', '01.09.2023 05:07', '01.09.2023 06:13'), ('CZQXFIR', '01.09.2023 06:13', '01.09.2023 06:45'), ('BGGLFIR', '01.09.2023 06:45', '01.09.2023 07:31'), ('CZQXFIR', '01.09.2023 07:31', '01.09.2023 07:37'), ('BIRDFIR', '01.09.2023 07:37', '01.09.2023 08:31'), ('EGGXFIR', '01.09.2023 08:31', '01.09.2023 09:10'), ('EGPXUIR', '01.09.2023 09:10', '01.09.2023 09:47'), ('EGTTUIR', '01.09.2023 09:47', '01.09.2023 10:15'), ('EHAAFIR', '01.09.2023 10:15', '01.09.2023 10:32'), ('EDVVUIR', '01.09.2023 10:32', '01.09.2023 10:40'), ('EDUUUIR', '01.09.2023 10:40', '01.09.2023 10:57'), ('EDMMFIR', '01.09.2023 10:57', '01.09.2023 11:18'), ('TAXI_IN', '01.09.2023 11:18', '01.09.2023 11:28')]"
264868072,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:26'), ('UCFMFIR', '01.09.2023 00:26', '01.09.2023 00:37'), ('UAIIFIR', '01.09.2023 00:37', '01.09.2023 01:29'), ('UTTRFIR', '01.09.2023 01:29', '01.09.2023 02:07'), ('UTATFIR', '01.09.2023 02:07', '01.09.2023 02:31'), ('UTAKFIR', '01.09.2023 02:31', '01.09.2023 03:05'), ('UBBAFIR', '01.09.2023 03:05', '01.09.2023 03:37'), ('UGGGUIR', '01.09.2023 03:37', '01.09.2023 04:12'), ('LTAAFIR', '01.09.2023 04:12', '01.09.2023 05:19'), ('LTBBFIR', '01.09.2023 05:19', '01.09.2023 05:49'), ('TAXI_IN', '01.09.2023 05:49', '01.09.2023 05:59')]"
264868073,"[('TAXI_OUT', '01.09.2023 00:02', '01.09.2023 00:18'), ('LTAAFIR', '01.09.2023 00:18', '01.09.2023 01:21'), ('LTBBFIR', '01.09.2023 01:21', '01.09.2023 01:25'), ('LBSRFIR', '01.09.2023 01:25', '01.09.2023 01:39'), ('LRBBFIR', '01.09.2023 01:39', '01.09.2023 01:43'), ('LBSRFIR', '01.09.2023 01:43', '01.09.2023 01:44'), ('LRBBFIR', '01.09.2023 01:44', '01.09.2023 02:30'), ('LHCCFIR', '01.09.2023 02:30', '01.09.2023 02:59'), ('LOVVFIR', '01.09.2023 02:59', '01.09.2023 03:18'), ('LKAAFIR', '01.09.2023 03:18', '01.09.2023 03:20'), ('LOVVFIR', '01.09.2023 03:20', '01.09.2023 03:22'), ('EDUUUIR', '01.09.2023 03:22', '01.09.2023 03:55'), ('EDGGFIR', '01.09.2023 03:55', '01.09.2023 04:15'), ('TAXI_IN', '01.09.2023 04:15', '01.09.2023 04:25')]"
264868074,"[('TAXI_OUT', '01.09.2023 00:17', '01.09.2023 00:32'), ('HECCFIR', '01.09.2023 00:32', '01.09.2023 01:19'), ('LGGGUIR', '01.09.2023 01:19', '01.09.2023 02:19'), ('LAAAFIR', '01.09.2023 02:19', '01.09.2023 02:33'), ('LYBAUIR', '01.09.2023 02:33', '01.09.2023 02:38'), ('LDZOFIR', '01.09.2023 02:38', '01.09.2023 03:13'), ('LIMMUIR', '01.09.2023 03:13', '01.09.2023 03:49'), ('LSASUIR', '01.09.2023 03:49', '01.09.2023 03:59'), ('LFFFUIR', '01.09.2023 03:59', '01.09.2023 04:16'), ('LFFFFIR', '01.09.2023 04:16', '01.09.2023 04:39'), ('TAXI_IN', '01.09.2023 04:39', '01.09.2023 04:49')]"
264868075,"[('TAXI_OUT', '01.09.2023 00:31', '01.09.2023 00:41'), ('GMMMFIR', '01.09.2023 00:41', '01.09.2023 00:51'), ('GMMMUIR', '01.09.2023 00:51', '01.09.2023 01:31'), ('GOOOUIR', '01.09.2023 01:31', '01.09.2023 03:01'), ('DRRRUIR', '01.09.2023 03:01', '01.09.2023 03:51'), ('DGACFIR', '01.09.2023 03:51', '01.09.2023 04:39'), ('TAXI_IN', '01.09.2023 04:39', '01.09.2023 04:49')]"
264868076,"[('TAXI_OUT', '01.09.2023 00:23', '01.09.2023 00:33'), ('EDGGFIR', '01.09.2023 00:33', '01.09.2023 00:45'), ('EDUUUIR', '01.09.2023 00:45', '01.09.2023 01:10'), ('LOVVFIR', '01.09.2023 01:10', '01.09.2023 01:27'), ('LHCCFIR', '01.09.2023 01:27', '01.09.2023 01:41'), ('LDZOFIR', '01.09.2023 01:41', '01.09.2023 01:45'), ('LYBAUIR', '01.09.2023 01:45', '01.09.2023 01:46'), ('LDZOFIR', '01.09.2023 01:46', '01.09.2023 01:48'), ('LYBAUIR', '01.09.2023 01:48', '01.09.2023 02:13'), ('LBSRFIR', '01.09.2023 02:13', '01.09.2023 02:29'), ('LGGGUIR', '01.09.2023 02:29', '01.09.2023 02:38'), ('LTBBFIR', '01.09.2023 02:38', '01.09.2023 03:12'), ('LTAAFIR', '01.09.2023 03:12', '01.09.2023 03:27'), ('TAXI_IN', '01.09.2023 03:27', '01.09.2023 03:37')]"
264868077,"[('TAXI_OUT', '01.09.2023 01:33', '01.09.2023 01:33'), ('CZULFIR', '01.09.2023 01:33', '01.09.2023 01:59'), ('KZBWUIR', '01.09.2023 01:59', '01.09.2023 02:12'), ('CZQMFIR', '01.09.2023 02:12', '01.09.2023 02:45'), ('CZQXFIR', '01.09.2023 02:45', '01.09.2023 04:56'), ('EGGXFIR', '01.09.2023 04:56', '01.09.2023 06:41'), ('EGTTUIR', '01.09.2023 06:41', '01.09.2023 06:45'), ('LFFFUIR', '01.09.2023 06:45', '01.09.2023 07:53'), ('LFMMFIR', '01.09.2023 07:53', '01.09.2023 08:13'), ('TAXI_IN', '01.09.2023 08:13', '01.09.2023 08:23')]"
264868078,"[('TAXI_OUT', '01.09.2023 00:41', '01.09.2023 00:51'), ('GMMMFIR', '01.09.2023 00:51', '01.09.2023 01:04'), ('GMMMUIR', '01.09.2023 01:04', '01.09.2023 01:14'), ('LECMUIR', '01.09.2023 01:14', '01.09.2023 02:15'), ('LFFFUIR', '01.09.2023 02:15', '01.09.2023 02:59'), ('LSASUIR', '01.09.2023 02:59', '01.09.2023 03:10'), ('EDUUUIR', '01.09.2023 03:10', '01.09.2023 03:22'), ('EDGGFIR', '01.09.2023 03:22', '01.09.2023 03:43'), ('TAXI_IN', '01.09.2023 03:43', '01.09.2023 03:53')]"
264868079,"[('TAXI_OUT', '31.08.2023 23:57', '01.09.2023 00:07'), ('TJZSFIR', '01.09.2023 00:07', '01.09.2023 00:50'), ('KZWYFIR', '01.09.2023 00:50', '01.09.2023 03:35'), ('LPPOFIR', '01.09.2023 03:35', '01.09.2023 06:26'), ('LPPCFIR', '01.09.2023 06:26', '01.09.2023 07:18'), ('LECMUIR', '01.09.2023 07:18', '01.09.2023 07:33'), ('LECMFIR', '01.09.2023 07:33', '01.09.2023 07:49'), ('TAXI_IN', '01.09.2023 07:49', '01.09.2023 07:59')]"
264868080,"[('TAXI_OUT', '01.09.2023 00:12', '01.09.2023 00:47'), ('KZNYFIR', '01.09.2023 00:47', '01.09.2023 00:52'), ('KZBWFIR', '01.09.2023 00:52', '01.09.2023 00:56'), ('KZBWUIR', '01.09.2023 00:56', '01.09.2023 01:40'), ('CZQMFIR', '01.09.2023 01:40', '01.09.2023 01:40'), ('KZBWUIR', '01.09.2023 01:40', '01.09.2023 01:40'), ('CZQMFIR', '01.09.2023 01:40', '01.09.2023 02:09'), ('CZULFIR', '01.09.2023 02:09', '01.09.2023 02:19'), ('CZQXFIR', '01.09.2023 02:19', '01.09.2023 02:30'), ('CZULFIR', '01.09.2023 02:30', '01.09.2023 02:43'), ('CZQXFIR', '01.09.2023 02:43', '01.09.2023 04:27'), ('EGGXFIR', '01.09.2023 04:27', '01.09.2023 05:46'), ('EGPXUIR', '01.09.2023 05:46', '01.09.2023 05:53'), ('EISNUIR', '01.09.2023 05:53', '01.09.2023 05:58'), ('EGPXUIR', '01.09.2023 05:58', '01.09.2023 06:07'), ('EGTTUIR', '01.09.2023 06:07', '01.09.2023 06:46'), ('EHAAFIR', '01.09.2023 06:46', '01.09.2023 07:03'), ('EDVVUIR', '01.09.2023 07:03', '01.09.2023 07:18'), ('EDUUUIR', '01.09.2023 07:18', '01.09.2023 07:42'), ('LOVVFIR', '01.09.2023 07:42', '01.09.2023 07:57'), ('LHCCFIR', '01.09.2023 07:57', '01.09.2023 08:12'), ('LYBAFIR', '01.09.2023 08:12', '01.09.2023 08:30'), ('TAXI_IN', '01.09.2023 08:30', '01.09.2023 08:40')]"
264868081,"[('TAXI_OUT', '01.09.2023 00:07', '01.09.2023 00:17'), ('GCCCFIR', '01.09.2023 00:17', '01.09.2023 00:28'), ('GCCCUIRN', '01.09.2023 00:28', '01.09.2023 00:47'), ('GMMMUIR', '01.09.2023 00:47', '01.09.2023 01:27'), ('LPPCFIR', '01.09.2023 01:27', '01.09.2023 02:17'), ('LECMUIR', '01.09.2023 02:17', '01.09.2023 02:38'), ('LFFFUIR', '01.09.2023 02:38', '01.09.2023 03:15'), ('EGTTUIR', '01.09.2023 03:15', '01.09.2023 03:20'), ('EGTTFIR', '01.09.2023 03:20', '01.09.2023 03:38'), ('TAXI_IN', '01.09.2023 03:38', '01.09.2023 03:48')]"
264868082,"[('TAXI_OUT', '01.09.2023 00:14', '01.09.2023 00:36'), ('EDGGFIR', '01.09.2023 00:36', '01.09.2023 00:46'), ('EBURUIR', '01.09.2023 00:46', '01.09.2023 00:56'), ('LFFFUIR', '01.09.2023 00:56', '01.09.2023 02:10'), ('LECMUIR', '01.09.2023 02:10', '01.09.2023 02:30'), ('LECMFIR', '01.09.2023 02:30', '01.09.2023 02:51'), ('TAXI_IN', '01.09.2023 02:51', '01.09.2023 03:01')]"
264868083,"[('TAXI_OUT', '01.09.2023 00:16', '01.09.2023 00:31'), ('EPWWFIR', '01.09.2023 00:31', '01.09.2023 01:02'), ('LZBBFIR', '01.09.2023 01:02', '01.09.2023 01:03'), ('EPWWFIR', '01.09.2023 01:03', '01.09.2023 01:04'), ('LZBBFIR', '01.09.2023 01:04', '01.09.2023 01:10'), ('LHCCFIR', '01.09.2023 01:10', '01.09.2023 01:22'), ('LRBBFIR', '01.09.2023 01:22', '01.09.2023 01:53'), ('LBSRFIR', '01.09.2023 01:53', '01.09.2023 02:12'), ('LTBBFIR', '01.09.2023 02:12', '01.09.2023 02:55'), ('LTAAFIR', '01.09.2023 02:55', '01.09.2023 03:13'), ('TAXI_IN', '01.09.2023 03:13', '01.09.2023 03:23')]"
264868084,"[('TAXI_OUT', '01.09.2023 00:25', '01.09.2023 00:35'), ('KZLAFIR', '01.09.2023 00:35', '01.09.2023 00:46'), ('KZLAUIR', '01.09.2023 00:46', '01.09.2023 01:25'), ('KZLCUIR', '01.09.2023 01:25', '01.09.2023 02:28'), ('KZDVUIR', '01.09.2023 02:28', '01.09.2023 02:33'), ('KZLCUIR', '01.09.2023 02:33', '01.09.2023 02:47'), ('KZMPUIR', '01.09.2023 02:47', '01.09.2023 03:10'), ('CZWGFIR', '01.09.2023 03:10', '01.09.2023 04:45'), ('CZULFIR', '01.09.2023 04:45', '01.09.2023 05:56'), ('CZQXFIR', '01.09.2023 05:56', '01.09.2023 06:28'), ('BGGLFIR', '01.09.2023 06:28', '01.09.2023 07:08'), ('CZQXFIR', '01.09.2023 07:08', '01.09.2023 07:43'), ('EGGXFIR', '01.09.2023 07:43', '01.09.2023 08:55'), ('EGPXUIR', '01.09.2023 08:55', '01.09.2023 09:34'), ('EGTTUIR', '01.09.2023 09:34', '01.09.2023 09:57'), ('EHAAFIR', '01.09.2023 09:57', '01.09.2023 10:12'), ('EDVVUIR', '01.09.2023 10:12', '01.09.2023 10:22'), ('EDUUUIR', '01.09.2023 10:22', '01.09.2023 10:40'), ('EDMMFIR', '01.09.2023 10:40', '01.09.2023 10:59'), ('TAXI_IN', '01.09.2023 10:59', '01.09.2023 11:09')]"
264868085,"[('TAXI_OUT', '01.09.2023 00:18', '01.09.2023 00:28'), ('KZLAFIR', '01.09.2023 00:28', '01.09.2023 00:34'), ('KZLAUIR', '01.09.2023 00:34', '01.09.2023 01:11'), ('KZLCUIR', '01.09.2023 01:11', '01.09.2023 01:59'), ('KZDVUIR', '01.09.2023 01:59', '01.09.2023 02:27'), ('KZMPUIR', '01.09.2023 02:27', '01.09.2023 03:15'), ('CZWGFIR', '01.09.2023 03:15', '01.09.2023 04:45'), ('CZULFIR', '01.09.2023 04:45', '01.09.2023 06:09'), ('CZEGFIR', '01.09.2023 06:09', '01.09.2023 06:16'), ('BGGLFIR', '01.09.2023 06:16', '01.09.2023 07:36'), ('BIRDFIR', '01.09.2023 07:36', '01.09.2023 08:49'), ('EGPXUIR', '01.09.2023 08:49', '01.09.2023 09:38'), ('EGTTUIR', '01.09.2023 09:38', '01.09.2023 10:00'), ('EGTTFIR', '01.09.2023 10:00', '01.09.2023 10:24'), ('TAXI_IN', '01.09.2023 10:24', '01.09.2023 10:34')]"
264868086,"[('TAXI_OUT', '01.09.2023 00:24', '01.09.2023 00:52'), ('KZNYFIR', '01.09.2023 00:52', '01.09.2023 00:56'), ('KZBWFIR', '01.09.2023 00:56', '01.09.2023 01:00'), ('KZBWUIR', '01.09.2023 01:00', '01.09.2023 01:32'), ('CZQMFIR', '01.09.2023 01:32', '01.09.2023 02:22'), ('CZQXFIR', '01.09.2023 02:22', '01.09.2023 04:25'), ('EGGXFIR', '01.09.2023 04:25', '01.09.2023 06:10'), ('EGTTUIR', '01.09.2023 06:10', '01.09.2023 06:22'), ('LFFFUIR', '01.09.2023 06:22', '01.09.2023 07:24'), ('EDUUUIR', '01.09.2023 07:24', '01.09.2023 07:25'), ('LSASUIR', '01.09.2023 07:25', '01.09.2023 07:35'), ('LIMMUIR', '01.09.2023 07:35', '01.09.2023 07:35'), ('LSASUIR', '01.09.2023 07:35', '01.09.2023 07:36'), ('LIMMUIR', '01.09.2023 07:36', '01.09.2023 07:39'), ('LIMMFIR', '01.09.2023 07:39', '01.09.2023 07:55'), ('TAXI_IN', '01.09.2023 07:55', '01.09.2023 08:05')]"
264868087,"[('TAXI_OUT', '01.09.2023 00:26', '01.09.2023 00:49'), ('KZFWFIR', '01.09.2023 00:49', '01.09.2023 00:56'), ('KZFWUIR', '01.09.2023 00:56', '01.09.2023 01:15'), ('KZMEUIR', '01.09.2023 01:15', '01.09.2023 02:04'), ('KZIDUIR', '01.09.2023 02:04', '01.09.2023 02:34'), ('KZOBUIR', '01.09.2023 02:34', '01.09.2023 02:49'), ('KZNYUIR', '01.09.2023 02:49', '01.09.2023 03:07'), ('KZBWUIR', '01.09.2023 03:07', '01.09.2023 03:44'), ('CZQMFIR', '01.09.2023 03:44', '01.09.2023 04:29'), ('CZQXFIR', '01.09.2023 04:29', '01.09.2023 06:26'), ('EGGXFIR', '01.09.2023 06:26', '01.09.2023 08:07'), ('EGTTUIR', '01.09.2023 08:07', '01.09.2023 08:51'), ('EBURUIR', '01.09.2023 08:51', '01.09.2023 09:10'), ('EDVVUIR', '01.09.2023 09:10', '01.09.2023 09:11'), ('EDUUUIR', '01.09.2023 09:11', '01.09.2023 09:12'), ('EDGGFIR', '01.09.2023 09:12', '01.09.2023 09:34'), ('TAXI_IN', '01.09.2023 09:34', '01.09.2023 09:44')]"
264868088,"[('TAXI_OUT', '01.09.2023 00:12', '01.09.2023 00:23'), ('LDZOFIR', '01.09.2023 00:23', '01.09.2023 00:34'), ('LQSBUIR', '01.09.2023 00:34', '01.09.2023 00:36'), ('LDZOFIR', '01.09.2023 00:36', '01.09.2023 00:47'), ('LHCCFIR', '01.09.2023 00:47', '01.09.2023 01:00'), ('LZBBFIR', '01.09.2023 01:00', '01.09.2023 01:13'), ('LKAAFIR', '01.09.2023 01:13', '01.09.2023 01:21'), ('EPWWFIR', '01.09.2023 01:21', '01.09.2023 01:41'), ('TAXI_IN', '01.09.2023 01:41', '01.09.2023 01:51')]"
264868089,"[('TAXI_OUT', '01.09.2023 00:07', '01.09.2023 00:17'), ('BIRDFIR', '01.09.2023 00:17', '01.09.2023 01:11'), ('EGPXUIR', '01.09.2023 01:11', '01.09.2023 02:18'), ('EKDKFIR', '01.09.2023 02:18', '01.09.2023 02:53'), ('EDUUUIR', '01.09.2023 02:53', '01.09.2023 03:03'), ('EPWWFIR', '01.09.2023 03:03', '01.09.2023 03:46'), ('TAXI_IN', '01.09.2023 03:46', '01.09.2023 03:56')]"
264868090,"[('TAXI_OUT', '01.09.2023 00:32', '01.09.2023 00:47'), ('HECCFIR', '01.09.2023 00:47', '01.09.2023 01:44'), ('LCCCFIR', '01.09.2023 01:44', '01.09.2023 01:55'), ('LGGGUIR', '01.09.2023 01:55', '01.09.2023 03:11'), ('LBSRFIR', '01.09.2023 03:11', '01.09.2023 03:25'), ('LYBAUIR', '01.09.2023 03:25', '01.09.2023 03:42'), ('LRBBFIR', '01.09.2023 03:42', '01.09.2023 03:43'), ('LYBAUIR', '01.09.2023 03:43', '01.09.2023 03:44'), ('LRBBFIR', '01.09.2023 03:44', '01.09.2023 03:44'), ('LYBAUIR', '01.09.2023 03:44', '01.09.2023 03:46'), ('LRBBFIR', '01.09.2023 03:46', '01.09.2023 03:56'), ('LHCCFIR', '01.09.2023 03:56', '01.09.2023 04:20'), ('TAXI_IN', '01.09.2023 04:20', '01.09.2023 04:30')]"
264868091,"[('TAXI_OUT', '01.09.2023 00:08', '01.09.2023 00:18'), ('DTTCFIR', '01.09.2023 00:18', '01.09.2023 00:30'), ('LIRRUIR', '01.09.2023 00:30', '01.09.2023 00:32'), ('LMMMUIR', '01.09.2023 00:32', '01.09.2023 01:05'), ('HLLLFIR', '01.09.2023 01:05', '01.09.2023 01:43'), ('TAXI_IN', '01.09.2023 01:43', '01.09.2023 01:53')]"
264868092,"[('TAXI_OUT', '01.09.2023 00:24', '01.09.2023 00:34'), ('GMMMFIR', '01.09.2023 00:34', '01.09.2023 00:45'), ('GMMMUIR', '01.09.2023 00:45', '01.09.2023 01:25'), ('GOOOUIR', '01.09.2023 01:25', '01.09.2023 02:56'), ('DRRRUIR', '01.09.2023 02:56', '01.09.2023 03:49'), ('DGACFIR', '01.09.2023 03:49', '01.09.2023 04:28'), ('DNKKFIR', '01.09.2023 04:28', '01.09.2023 04:42'), ('TAXI_IN', '01.09.2023 04:42', '01.09.2023 04:52')]"
